epoch,seed,train_loss,lr,val_mse,val_psnr,val_masked_mae,val_masked_rmse,val_masked_occ_iou,val_fused_full_mae,val_fused_full_rmse,val_fused_full_psnr,val_fused_full_occ_iou,val_full_mae,val_full_rmse,val_full_psnr
1,44,4.931236337568309,0.0001,0.05032880659032628,12.981833675838029,0.1736825216010822,0.22434082684684542,0.04467901600543396,0.02387439941928476,0.0831757041082686,21.600070280107616,0.2613169545624653,0.4544181243315508,0.47624945971378674,6.443310080119836
2,44,1.4185402076187972,0.0001,0.012166140210799535,19.148471827419385,0.0799311660779198,0.11030022760991717,0.04467901600543396,0.010987338089070856,0.040894469471757476,27.766708431688976,0.2613169545624653,0.40681327306149734,0.43460921579569095,7.238021375920566
3,44,0.6430775919878805,0.0001,0.005088678747935532,22.933949655941337,0.047115665235331464,0.07133497562861806,0.045304526898964866,0.006476519343248663,0.026447869114377028,31.552186260210924,0.26486447454517925,0.3558606664438503,0.39061598631311667,8.164999735786582
4,44,0.4624707992314487,0.0001,0.003018359116052526,25.202290903252948,0.028731524280082257,0.054939595157340995,0.10356008779555424,0.003949435327540107,0.02036918368743775,33.820527507522534,0.6663629999528635,0.29607164204545455,0.3444686886688862,9.25700496460939
5,44,0.3845310309851492,0.0001,0.0025676658991043355,25.90461486683775,0.022277200172439567,0.05067214125241142,0.1168638163670943,0.0030622239357035426,0.01878699961385218,34.522851471107344,0.7027538653478287,0.24388714639037434,0.2999746917243748,10.45830768614624
6,44,0.3299619035946356,0.0001,0.0023906281369742693,26.214879732861434,0.018175635497447946,0.04889405011833515,0.12322882279766327,0.0024984228554791946,0.018127761685009073,34.833116337131024,0.7145080137387324,0.19118690700200536,0.24996343098183094,12.042470457316908
7,44,0.2813006522687706,0.0001,0.002317342507815746,26.35009771880664,0.014439239862987488,0.04813878382152738,0.12680824124882273,0.0019848179115662602,0.017847742185619794,34.96833432307623,0.7948054570657921,0.13872891427139036,0.19074313644515714,14.391021608234729
8,44,0.23700327541981195,0.0001,0.0022822067932508293,26.416450062373688,0.011538852430191347,0.04777244805587034,0.13680470078781465,0.0015861306550541026,0.017711921008187085,35.034686666643275,0.7977723086549039,0.092547152907754,0.13360587169808774,17.48348910217301
9,44,0.20290020654431065,0.0001,0.002284378795445859,26.41231879790577,0.011135462722541647,0.047795175441103455,0.14813187107367218,0.0015306807058405748,0.017720347322272997,35.03055540217536,0.7759986875499782,0.0621612431901738,0.09604458170497189,20.35054261125785
10,44,0.1788553051851891,0.0001,0.0022744836140781368,26.431171875836764,0.009843945384531164,0.04769154656831897,0.15219086984552985,0.0013531487325576538,0.017681926297527108,35.04940848010635,0.7646205446868743,0.043210775944184494,0.07431836739181479,22.578076787746262
