epoch,seed,train_loss,lr,val_mse,val_psnr,val_masked_mae,val_masked_rmse,val_masked_occ_iou,val_fused_full_mae,val_fused_full_rmse,val_fused_full_psnr,val_fused_full_occ_iou,val_full_mae,val_full_rmse,val_full_psnr
1,42,7.450622229560001,0.0001,0.047803232172645656,13.20542737963445,0.18980234560579023,0.21863950277259062,0.04467901600543396,0.026090230426971926,0.08106190408849197,21.823663983904037,0.2613169545624653,0.42616549465240644,0.4457727649313554,7.0177293766644775
2,42,2.4770008390014238,0.0001,0.011251857446643691,19.487757786867334,0.08445470787722106,0.10607477290404016,0.04467901600543396,0.011609144144802807,0.03932785685256243,28.105994391136925,0.2613169545624653,0.3704217887700535,0.4018042236059998,7.919710048662373
3,42,0.9578455903038785,0.0001,0.004944373101933251,23.05888764861589,0.04712246068797432,0.0703162364033603,0.04467901600543396,0.006477453446168951,0.026070165450026293,31.677124252885477,0.2613169545624653,0.312142975434492,0.3553622596189659,8.986573945333001
4,42,0.5132404228017943,0.0001,0.0031046550310222416,25.07986648771319,0.030125622277070052,0.055719431359465985,0.049134303212453934,0.00414106803820605,0.02065831262626058,33.69810309198278,0.28541195191262364,0.2536842251002674,0.30266241386188986,10.380830171281456
5,42,0.3728766473563942,0.0001,0.0026355562502206526,25.79127710278187,0.02290221847276208,0.05133766892079005,0.09350878344662826,0.0031481389512658755,0.019033747979715684,34.40951370705146,0.5541456246545425,0.19440428434157753,0.24278169952930329,12.295681054816807
6,42,0.2982328125351184,0.0001,0.002387342878614776,26.220852016064264,0.01748149796743253,0.04886044288189349,0.11943184346225447,0.0024030067106032755,0.01811530160097775,34.839088620333854,0.7425293700228652,0.13775798654745988,0.17969499246178855,14.909280503064215
7,42,0.24436935631407275,0.0001,0.0022970399428640454,26.38831452861298,0.01466931711563539,0.04792744456847293,0.12121189322417948,0.002016444330715241,0.01776938689280223,35.00655113288257,0.6646501551593881,0.09375473897058824,0.12857110051199286,17.81713277421177
8,42,0.19862050988484878,0.0001,0.0022599131789959887,26.45908245192084,0.011096655439287735,0.047538544140476036,0.14145173176123801,0.001525346256684492,0.017625199731770094,35.077319056190426,0.7644859926438843,0.055547392400568184,0.08365411812054485,21.550253494986617
9,42,0.17366253549384103,0.0001,0.0022521977132078826,26.47393486828625,0.010233015303513063,0.04745732517965886,0.14829103341007183,0.0014066302836209057,0.017595087315996915,35.09217147255584,0.7666840509276983,0.03735321085394385,0.06631053010104114,23.568350004559765
10,42,0.15888369722744902,0.0001,0.0022462971687032705,26.485327902869898,0.009493158015453427,0.04739511756186781,0.15018158118409072,0.001304929500804228,0.017572023469422965,35.10356450713949,0.7594365653909977,0.027291668156751336,0.058729921070507396,24.6228116564479
11,42,0.14867854101986094,0.0001,0.002239673731541315,26.49815243679978,0.008619003685248056,0.04732519129957443,0.1563054513872992,0.0011847682465741978,0.017546097889207992,35.116389041069375,0.7665951596357603,0.02021290411931818,0.05498593847978019,25.194967163359262
12,42,0.14074452289354963,0.0001,0.002236237577201983,26.50482059020485,0.007773586446085604,0.04728887371466974,0.16515647383346965,0.0010685571928789272,0.017532632927264077,35.12305719447444,0.7792119106540931,0.015725089112633688,0.05350929303312569,25.431415738070747
13,42,0.13534211637955662,0.0001,0.0022370753704401658,26.503193836213654,0.007742414722609387,0.047297731134169275,0.16562987002116678,0.0010642723277698863,0.01753591686855025,35.12143044048324,0.7879550962708978,0.0129817888953877,0.05267944533468806,25.56717612802149
14,42,0.1314297045354505,0.0001,0.0022464124503825335,26.485105025357555,0.008223512098755418,0.047396333723005765,0.14628685606645134,0.0011304039730949198,0.01757247436844291,35.103341629627145,0.7565811751842848,0.011285479956968584,0.05207335084956561,25.66768950327387
15,42,0.12834805417554201,0.0001,0.002238162854378584,26.501083162952554,0.007708060601731138,0.04730922589071379,0.16851729980772467,0.0010595500103139622,0.01754017861832884,35.11931976722214,0.7798146876743215,0.009706398244276404,0.050581853333130304,25.92010524059713
16,42,0.12549173407810363,0.0001,0.002237103361585065,26.50313949596263,0.00759404066929947,0.04729802703691841,0.16645468144149952,0.001043876830401905,0.017536026576265306,35.12137610023221,0.7693173504201837,0.00811676692534258,0.043663536144662035,27.197621906698906
17,42,0.12266373717402285,0.0001,0.0022358858162344723,26.505503790707227,0.007506528238301069,0.04728515429005675,0.16621586689973258,0.001031847371636865,0.017531253928330128,35.123740394976814,0.7667241607610544,0.006384610531730448,0.03741338203636196,28.53946062708617
18,42,0.12008648390906888,0.0001,0.002236417520954747,26.50447113970082,0.007609252741156567,0.047290776277776905,0.16519407544498269,0.0010459678817993816,0.01753333831392184,35.12270774397041,0.7595609521323395,0.005377099729486965,0.035734128842808126,28.938336020730464
19,42,0.11820643814280629,0.0001,0.002235557658437498,26.50614124535239,0.00747312153522505,0.04728168417513803,0.1636320464322268,0.0010272552862320354,0.01752996736245731,35.12437784962198,0.7544391849928093,0.004862064907461564,0.035078429764614644,29.099197108757373
20,42,0.11662576161324978,0.0001,0.0022385593676982588,26.500313834239964,0.007693586412402677,0.04731341636046016,0.1543712897774199,0.001057560388248872,0.01754173226006493,35.11855043850955,0.7300886138571836,0.00450558300520137,0.03468241804004148,29.197812627123856
21,42,0.11513460197209104,0.0001,0.0022313326802264693,26.51435673815061,0.007044476276013523,0.04723698424144443,0.16862066546469892,0.0009683337089008188,0.01751339459453622,35.13259334242019,0.7743602971961671,0.004022338773186832,0.03440034227792755,29.26874472492074
22,42,0.11379244763756523,0.0001,0.002232919381728653,26.51126956598255,0.007401708757871942,0.04725377637531897,0.1614270498363131,0.0010174388858570772,0.017519620378661765,35.12950617025214,0.7479286443899954,0.003867259308677306,0.034249535806611046,29.30690620488717
23,42,0.11261100817874477,0.0001,0.0022306479710191944,26.51568962350357,0.00725226139843471,0.04722973608881585,0.16355670555697577,0.0009968958518288351,0.01751070729857302,35.13392622777316,0.7570289644195088,0.003674472029578877,0.03412740505740244,29.33793465757139
24,42,0.11141969516520968,0.0001,0.002230126241342371,26.516705520340913,0.007389279535556491,0.047224212448090344,0.161724287813206,0.0010157303649575952,0.017508659375718126,35.134942124610504,0.7599315336915048,0.0035615966627151573,0.034022168334199625,29.364760219190543
25,42,0.11035346202048901,0.0001,0.0022244660856497005,26.527742111465372,0.007060856351613481,0.04716424583993367,0.16646205492550456,0.0009705853140927891,0.017486426396877315,35.145978715734955,0.7717023075900623,0.0033481318724933153,0.03392198753697676,29.39037419490215
26,42,0.1094725852001559,0.0001,0.0022219999835095742,26.532559486182386,0.007016570734605658,0.047138094822654575,0.1634970176429747,0.0009644978131788937,0.017476730750721835,35.150796090451976,0.7663174399121462,0.0031984527072192515,0.0337342497429455,29.438578884101133
27,42,0.10849817835952381,0.0001,0.0022182369903774664,26.53992056872628,0.007117451818088755,0.047098163343993214,0.16554100983144074,0.0009783649269144803,0.01746192591604049,35.15815717299587,0.7689415354121877,0.003182169921875,0.033674946120352434,29.45386180944317
28,42,0.10762232080152309,0.0001,0.002218786708824744,26.538844443351888,0.007434196645710218,0.04710399886235503,0.15466405718037868,0.0010219046709193265,0.01746408946939546,35.15708104762148,0.7474441734708248,0.003147567586480615,0.033618259756075845,29.46849543000381
29,42,0.10684739518910646,0.0001,0.0022125403798306893,26.551087944933588,0.007204676808273066,0.047037648536365946,0.1608340543335123,0.0009903548740652155,0.017439489688965287,35.16932454920318,0.7602370631457768,0.0030782353254512032,0.03348539152915547,29.502892373882517
30,42,0.10618303164940428,0.0001,0.00220813295282742,26.559747810601536,0.006992869043597199,0.046990775188619945,0.16160699702381656,0.000961239778732871,0.0174221111147776,35.17798441487112,0.7637867925531397,0.003036081005076036,0.03345395573138609,29.511050442383528
